tema,clasificacion,ponderacion,sumatoria_ponderaciones,contador,grado_de_conocimiento,matriz_ponderacion,matriz_inferencia,matriz_inferencia_final,dificultad,discriminacion,adivinacion,asintota,orden_evaluacion
98,1,0,0,1,-1,"[0, 0, 0]","[26.361311272528702, 37.79061846680708, 35.84807026066423]","[0, 0, 0]",-1.97142857,1.0,0.26361311272528704,1,-1
178,1,0,0,1,-1,"[0, 0, 0]","[18.770847197991145, 38.74411162666063, 42.48504117534824]","[0, 0, 0]",-0.25714286,1.0,0.18770847197991145,1,-1
179,1,0,0,1,-1,"[0, 0, 0]","[23.23324342226928, 31.848107114925966, 44.918649462804744]","[0, 0, 0]",-0.25714286,1.0,0.23233243422269279,1,-1
180,3,84,0,1,2,"[0, 0, 100]","[32.894742605549425, 32.18680511141987, 34.9184522830307]","[0.0, 0.0, 100.0]",-0.25714286,1.0,0.32894742605549426,1,0
32,1,0,0,1,-1,"[0, 0, 0]","[31.066726282988206, 28.219565167274908, 40.713708549736886]","[0, 0, 0]",-2.05714286,1.0,0.31066726282988205,1,-1
96,1,0,0,1,-1,"[0, 0, 0]","[38.11907719851759, 33.94372145220386, 27.937201349278567]","[0, 0, 0]",-2.14285714,1.0,0.38119077198517587,1,-1
97,1,0,0,1,-1,"[0, 0, 0]","[12.05016818927391, 19.161888416779842, 68.78794339394626]","[0, 0, 0]",-2.05714286,1.0,0.12050168189273909,1,-1
169,1,0,0,1,-1,"[0, 0, 0]","[41.93463948703211, 30.334125970966824, 27.731234542001076]","[0, 0, 0]",-1.11428571,1.0,0.4193463948703211,1,-1
177,4,100.0,100,2,2,"[0, 0, 100]","[25.16208905054923, 33.81259941196632, 41.025311537484455]","[12.47147157227613, 16.722436862953643, 70.80609156477023]",-0.34285714,1.0,0.2516208905054923,1,-1
31,1,0,0,1,-1,"[0, 0, 0]","[39.96576032504412, 27.997084540578214, 32.03715513437768]","[0, 0, 0]",-2.14285714,1.0,0.39965760325044125,1,-1
95,1,0,0,1,-1,"[0, 0, 0]","[24.280328878378914, 28.36021148011703, 47.35945964150407]","[0, 0, 0]",-2.22857143,1.0,0.24280328878378912,1,-1
101,1,0,0,1,-1,"[0, 0, 0]","[26.1766497356859, 35.20556533485403, 38.61778492946007]","[0, 0, 0]",-2.31428571,1.0,0.261766497356859,1,-1
168,1,0,0,1,-1,"[0, 0, 0]","[32.31044921656706, 30.03774996608768, 37.651800817345254]","[0, 0, 0]",-1.2,1.0,0.32310449216567055,1,-1
175,4,100.0,100,2,2,"[0, 0, 100]","[27.130012831130575, 30.740586322255194, 42.129400846614224]","[13.565136700634648, 15.369296365211788, 71.06556693415357]",-0.42857143,1.0,0.27130012831130573,1,-1
176,1,0,0,1,-1,"[0, 0, 0]","[26.89462117622986, 28.037731151334818, 45.06764767243533]","[0, 0, 0]",-0.42857143,1.0,0.2689462117622986,1,-1
187,1,0,0,1,-1,"[0, 0, 0]","[49.77561227021548, 24.99453912884808, 25.22984860093644]","[0, 0, 0]",0.42857143,1.0,0.4977561227021548,1,-1
190,1,0,0,1,-1,"[0, 0, 0]","[31.028480654109615, 33.94130138376596, 35.030217962124425]","[0, 0, 0]",1.2,1.0,0.31028480654109614,1,-1
195,1,0,0,1,-1,"[0, 0, 0]","[39.66258294075974, 30.34440333401992, 29.993013725220326]","[0, 0, 0]",1.8,1.0,0.3966258294075974,1,-1
209,3,40,60.0,3,0,"[100, 0, 0]","[35.35539693093704, 39.98033834420074, 24.66426472486222]","[67.67769846546852, 19.99016917210037, 12.33213236243111]",3.0,1.0,0.3535539693093704,1,6
30,1,0,0,1,-1,"[0, 0, 0]","[36.41510192518133, 31.499270905717214, 32.085627169101464]","[0, 0, 0]",-2.4,1.0,0.3641510192518133,1,-1
44,1,0,0,1,-1,"[0, 0, 0]","[18.776502157098488, 31.044510817849464, 50.17898702505204]","[0, 0, 0]",1.71428571,1.0,0.18776502157098487,1,-1
46,1,0,0,1,-1,"[0, 0, 0]","[18.653146322412827, 34.58994584546892, 46.75690783211825]","[0, 0, 0]",1.71428571,1.0,0.18653146322412828,1,-1
47,1,0,0,1,-1,"[0, 0, 0]","[19.73397687731761, 39.33508210825712, 40.930941014425265]","[0, 0, 0]",1.71428571,1.0,0.19733976877317608,1,-1
48,1,0,0,1,-1,"[0, 0, 0]","[20.90746217917956, 44.07684017141801, 35.01569764940242]","[0, 0, 0]",1.71428571,1.0,0.20907462179179562,1,-1
49,1,0,0,1,-1,"[0, 0, 0]","[29.810196667616413, 39.37650510644099, 30.813298225942603]","[0, 0, 0]",1.71428571,1.0,0.2981019666761641,1,-1
50,1,0,0,1,-1,"[0, 0, 0]","[24.069094791975715, 25.88066579016234, 50.05023941786194]","[0, 0, 0]",1.71428571,1.0,0.24069094791975715,1,-1
77,1,0,0,1,-1,"[0, 0, 0]","[36.23837518427497, 28.88181189668966, 34.879812919035366]","[0, 0, 0]",0.34285714,1.0,0.36238375184274974,1,-1
