tema,clasificacion,ponderacion,sumatoria_ponderaciones,contador,grado_de_conocimiento,matriz_ponderacion,matriz_inferencia,matriz_inferencia_final,dificultad,discriminacion,adivinacion,asintota,orden_evaluacion
98,3,83,33,12,0,"[0, 100, 0]","[26.36131127252869, 37.790618466807075, 35.84807026066423]","[13.180655636264346, 68.89530923340354, 17.924035130332115]",-1.97142857,1.0,0.2636131127252869,1,11
178,1,0,0,1,-1,"[0, 0, 0]","[18.770847197991138, 38.74411162666062, 42.48504117534823]","[0, 0, 0]",-0.25714286,1.0,0.1877084719799114,1,-1
179,1,0,0,1,-1,"[0, 0, 0]","[23.23324342226928, 31.848107114925973, 44.91864946280476]","[0, 0, 0]",-0.25714286,1.0,0.23233243422269279,1,-1
180,1,0,0,1,-1,"[0, 0, 0]","[32.89474260554943, 32.186805111419865, 34.91845228303071]","[0, 0, 0]",-0.25714286,1.0,0.3289474260554943,1,-1
32,4,13.75,0,9,0,"[100, 0, 0]","[31.06672628298821, 28.219565167274908, 40.71370854973688]","[65.5333631414941, 14.109782583637454, 20.35685427486844]",-2.05714286,1.0,0.3106672628298821,1,-1
96,4,16.979166666666668,33,13,0,"[100, 0, 0]","[38.119077198517374, 33.94372145220378, 27.93720134927885]","[69.05953859925869, 16.97186072610189, 13.968600674639426]",-2.14285714,1.0,0.38119077198517376,1,-1
97,3,33,100,1,2,"[100, 0, 0]","[12.050168189274165, 19.161888416779085, 68.78794339394675]","[56.02508409463708, 9.580944208389543, 34.393971696973374]",-2.05714286,1.0,0.12050168189274166,1,3
169,1,0,0,1,-1,"[0, 0, 0]","[41.93463948703209, 30.334125970966813, 27.731234542001083]","[0, 0, 0]",-1.11428571,1.0,0.41934639487032094,1,-1
177,1,0,0,1,-1,"[0, 0, 0]","[25.162089050549223, 33.81259941196632, 41.02531153748446]","[0, 0, 0]",-0.34285714,1.0,0.25162089050549225,1,-1
31,4,15.823529411764707,50,18,0,"[100, 0, 0]","[39.96576032504458, 27.997084540577553, 32.03715513437786]","[69.98288016252229, 13.998542270288777, 16.01857756718893]",-2.14285714,1.0,0.39965760325044575,1,-1
95,3,83,78,49,1,"[0, 100, 0]","[24.280328878408657, 28.360211480129845, 47.3594596414615]","[12.140164439204328, 64.18010574006492, 23.67972982073075]",-2.22857143,1.0,0.24280328878408658,1,10
101,4,57.94290865384615,100,27,2,"[100, 0, 0]","[26.176649735711234, 35.205565334842525, 38.617784929446245]","[63.08832486785562, 17.602782667421263, 19.308892464723122]",-2.31428571,1.0,0.2617664973571123,1,-1
168,1,0,0,1,-1,"[0, 0, 0]","[32.31044921656901, 30.03774996608563, 37.65180081734535]","[0, 0, 0]",-1.2,1.0,0.3231044921656901,1,-1
175,1,0,0,1,-1,"[0, 0, 0]","[27.130012831130575, 30.740586322255204, 42.12940084661423]","[0, 0, 0]",-0.42857143,1.0,0.27130012831130573,1,-1
176,1,0,0,1,-1,"[0, 0, 0]","[26.894621176229865, 28.03773115133481, 45.06764767243532]","[0, 0, 0]",-0.42857143,1.0,0.26894621176229866,1,-1
187,1,0,0,1,-1,"[0, 0, 0]","[49.77561227021548, 24.99453912884808, 25.229848600936442]","[0, 0, 0]",0.42857143,1.0,0.4977561227021548,1,-1
190,1,0,0,1,-1,"[0, 0, 0]","[31.028480654109618, 33.94130138376596, 35.030217962124425]","[0, 0, 0]",1.2,1.0,0.3102848065410962,1,-1
195,4,14.5,14.5,2,0,"[100, 0, 0]","[39.66258294075975, 30.34440333401993, 29.99301372522033]","[69.7523309857581, 15.211780680239933, 15.035888334001962]",1.8,1.0,0.3966258294075975,1,-1
209,1,0,0,1,-1,"[0, 0, 0]","[35.35539693093704, 39.98033834420075, 24.66426472486221]","[0, 0, 0]",3.0,1.0,0.3535539693093704,1,-1
30,4,62.269188596491226,100,115,2,"[100, 0, 0]","[36.41510192517712, 31.49927090571733, 32.08562716910555]","[68.20755096258856, 15.749635452858666, 16.042813584552775]",-2.4,1.0,0.3641510192517712,1,-1
44,3,29,0,1,0,"[100, 0, 0]","[18.77650215709849, 31.044510817849464, 50.178987025052045]","[100.0, 0.0, 0.0]",1.71428571,1.0,0.1877650215709849,1,0
46,1,0,0,1,-1,"[0, 0, 0]","[18.653146322412834, 34.58994584546892, 46.75690783211826]","[0, 0, 0]",1.71428571,1.0,0.18653146322412834,1,-1
47,1,0,0,1,-1,"[0, 0, 0]","[19.733976877317613, 39.335082108257126, 40.93094101442527]","[0, 0, 0]",1.71428571,1.0,0.19733976877317613,1,-1
48,1,0,0,1,-1,"[0, 0, 0]","[20.907462179179564, 44.07684017141801, 35.01569764940242]","[0, 0, 0]",1.71428571,1.0,0.20907462179179565,1,-1
49,1,0,0,1,-1,"[0, 0, 0]","[29.810196667616413, 39.37650510644099, 30.813298225942603]","[0, 0, 0]",1.71428571,1.0,0.2981019666761641,1,-1
50,1,0,0,1,-1,"[0, 0, 0]","[24.06909479197571, 25.880665790162343, 50.05023941786195]","[0, 0, 0]",1.71428571,1.0,0.24069094791975712,1,-1
77,1,0,0,1,-1,"[0, 0, 0]","[36.238375184274965, 28.88181189668966, 34.879812919035366]","[0, 0, 0]",0.34285714,1.0,0.3623837518427496,1,-1
164,1,0,0,1,-1,"[0, 0, 0]","[15.094244101004485, 30.083500651165785, 54.82225524782973]","[0, 0, 0]",-1.37142857,1.0,0.15094244101004484,1,-1
165,1,0,0,1,-1,"[0, 0, 0]","[35.335167889884175, 30.823201581397093, 33.84163052871874]","[0, 0, 0]",-1.28571429,1.0,0.3533516788988418,1,-1
166,1,0,0,1,-1,"[0, 0, 0]","[42.23885280486708, 19.927711982974735, 37.83343521215817]","[0, 0, 0]",-1.37142857,1.0,0.4223885280486708,1,-1
167,1,0,0,1,-1,"[0, 0, 0]","[39.88730857492268, 25.30777765799867, 34.80491376707865]","[0, 0, 0]",-1.28571429,1.0,0.39887308574922675,1,-1
174,1,0,0,1,-1,"[0, 0, 0]","[17.939356905854563, 30.8455808250022, 51.21506226914324]","[0, 0, 0]",-0.51428571,1.0,0.17939356905854564,1,-1
188,1,0,0,1,-1,"[0, 0, 0]","[31.69232110653534, 34.120824947694906, 34.186853945769755]","[0, 0, 0]",1.02857143,1.0,0.31692321106535337,1,-1
189,1,0,0,1,-1,"[0, 0, 0]","[23.401754923628776, 31.637704493918495, 44.96054058245274]","[0, 0, 0]",1.11428571,1.0,0.23401754923628776,1,-1
194,1,0,0,1,-1,"[0, 0, 0]","[28.93411833961214, 39.31881333307615, 31.747068327311723]","[0, 0, 0]",1.71428571,1.0,0.2893411833961214,1,-1
208,1,0,0,1,-1,"[0, 0, 0]","[31.052173889169982, 44.225979591718875, 24.721846519111143]","[0, 0, 0]",2.91428571,1.0,0.3105217388916998,1,-1
28,4,92.890625,928.90625,11,2,"[0, 0, 100]","[29.018574655902736, 20.89679041040363, 50.08463493369363]","[14.509287327951368, 10.448395205201814, 75.04231746684681]",-2.48571429,1.0,0.29018574655902735,1,-1
29,4,92.890625,928.90625,11,2,"[0, 0, 100]","[31.046533003823463, 20.831474593663458, 48.12199240251308]","[15.523266501911731, 10.415737296831727, 74.06099620125654]",-2.48571429,1.0,0.3104653300382346,1,-1
59,1,0,0,1,-1,"[0, 0, 0]","[38.796572660259095, 42.04813614070056, 19.15529119904036]","[0, 0, 0]",0.94285714,1.0,0.38796572660259093,1,-1
60,1,0,0,1,-1,"[0, 0, 0]","[31.20202009985728, 33.88501156701434, 34.91296833312839]","[0, 0, 0]",0.94285714,1.0,0.3120202009985728,1,-1
74,1,0,0,1,-1,"[0, 0, 0]","[36.42231248554948, 31.556837792440383, 32.02084972201011]","[0, 0, 0]",0.25714286,1.0,0.36422312485549485,1,-1
75,1,0,0,1,-1,"[0, 0, 0]","[41.07609949231029, 28.848890493900285, 30.07501001378941]","[0, 0, 0]",0.25714286,1.0,0.4107609949231029,1,-1
76,1,0,0,1,-1,"[0, 0, 0]","[42.999855404289306, 34.80329602677713, 22.196848568933554]","[0, 0, 0]",0.25714286,1.0,0.42999855404289306,1,-1
91,1,0,0,1,-1,"[0, 0, 0]","[31.296014557285933, 29.77358282664876, 38.93040261606531]","[0, 0, 0]",-1.45714286,1.0,0.31296014557285934,1,-1
100,4,47.13461538461539,67,27,1,"[100, 0, 0]","[33.157505510970196, 28.935463598619087, 37.90703089041072]","[66.5787527554851, 14.467731799309544, 18.95351544520536]",-2.14285714,1.0,0.331575055109702,1,-1
163,1,0,0,1,-1,"[0, 0, 0]","[31.27910963572184, 29.267230363489517, 39.453660000788645]","[0, 0, 0]",-1.45714286,1.0,0.3127910963572184,1,-1
173,1,0,0,1,-1,"[0, 0, 0]","[34.976009534004895, 30.186779549058247, 34.83721091693685]","[0, 0, 0]",-0.6,1.0,0.3497600953400489,1,-1
185,1,0,0,1,-1,"[0, 0, 0]","[37.01334416883319, 35.02514277440439, 27.961513056762417]","[0, 0, 0]",-0.6,1.0,0.37013344168833195,1,-1
201,1,0,0,1,-1,"[0, 0, 0]","[43.10995512411747, 35.03869990584461, 21.85134497003793]","[0, 0, 0]",2.31428571,1.0,0.4310995512411747,1,-1
207,1,0,0,1,-1,"[0, 0, 0]","[27.778592705306288, 44.159932541429384, 28.061474753264328]","[0, 0, 0]",2.82857143,1.0,0.2777859270530629,1,-1
27,4,100.0,600,7,2,"[0, 0, 100]","[26.996251777788398, 29.297726537365033, 43.70602168484657]","[13.498125888894199, 14.648863268682517, 71.85301084242329]",-2.57142857,1.0,0.269962517777884,1,-1
33,4,92.890625,928.90625,11,2,"[0, 0, 100]","[19.92458997821898, 26.006326245348077, 54.06908377643295]","[9.96229498910949, 13.003163122674039, 77.03454188821647]",-2.57142857,1.0,0.1992458997821898,1,-1
34,4,20.208333333333332,67,4,1,"[100, 0, 0]","[15.968275689263614, 24.22054509684078, 59.811179213895606]","[57.9841378446318, 12.11027254842039, 29.905589606947803]",-2.57142857,1.0,0.15968275689263614,1,-1
39,3,75,100,27,2,"[0, 100, 0]","[13.243019404351683, 29.416763886118876, 57.340216709529436]","[6.6215097021758424, 64.70838194305944, 28.670108354764718]",-2.57142857,1.0,0.13243019404351683,1,9
42,4,36.25,36.25,2,0,"[100, 0, 0]","[27.98397748126442, 32.08861339795911, 39.927409120776474]","[63.71033729448305, 16.106435026793122, 20.183227678723835]",1.62857143,1.0,0.2798397748126442,1,-1
58,1,0,0,1,-1,"[0, 0, 0]","[41.042178973646465, 42.7069146799232, 16.250906346430344]","[0, 0, 0]",0.85714286,1.0,0.41042178973646465,1,-1
73,1,0,0,1,-1,"[0, 0, 0]","[25.92934015023132, 32.01407327947231, 42.05658657029635]","[0, 0, 0]",0.17142857,1.0,0.25929340150231317,1,-1
88,1,0,0,1,-1,"[0, 0, 0]","[28.281585536058312, 23.898817445740566, 47.81959701820113]","[0, 0, 0]",-1.54285714,1.0,0.2828158553605831,1,-1
99,3,100,1132.828125,39,2,"[0, 0, 100]","[11.15670813697386, 17.51083095593425, 71.33246090709189]","[5.57835406848693, 8.755415477967125, 85.66623045354595]",-2.31428571,1.0,0.1115670813697386,1,7
161,4,36.09375,100,5,2,"[100, 0, 0]","[27.29808713931009, 31.940609091933965, 40.761303768755944]","[63.64904356965505, 15.970304545966984, 20.380651884377972]",-2.57142857,1.0,0.2729808713931009,1,-1
170,1,0,0,1,-1,"[0, 0, 0]","[43.838141334707466, 30.91500816074861, 25.246850504543914]","[0, 0, 0]",-1.11428571,1.0,0.43838141334707464,1,-1
172,1,0,0,1,-1,"[0, 0, 0]","[15.949468638789394, 28.108871714484767, 55.94165964672584]","[0, 0, 0]",-0.68571429,1.0,0.15949468638789394,1,-1
184,4,3.125,3.125,2,0,"[100, 0, 0]","[31.13687155833117, 40.62048866533862, 28.242639776330208]","[65.56843577916558, 20.31024433266931, 14.121319888165104]",-0.68571429,1.0,0.3113687155833117,1,-1
200,1,0,0,1,-1,"[0, 0, 0]","[40.98290113348722, 31.042024332306323, 27.975074534206456]","[0, 0, 0]",2.22857143,1.0,0.40982901133487215,1,-1
206,1,0,0,1,-1,"[0, 0, 0]","[30.042805937679145, 40.80003308572176, 29.15716097659909]","[0, 0, 0]",2.74285714,1.0,0.30042805937679146,1,-1
11,3,67,33,12,0,"[0, 100, 0]","[8.903038022881498, 13.197269897429207, 77.89969207968929]","[4.451519011440749, 56.598634948714604, 38.949846039844644]",-2.65714286,1.0,0.08903038022881499,1,4
25,4,100.0,300,4,2,"[0, 0, 100]","[35.07596530049742, 24.11217464336734, 40.81186005613524]","[17.53798265024871, 12.056087321683666, 70.40593002806762]",-2.65714286,1.0,0.35075965300497425,1,-1
57,1,0,0,1,-1,"[0, 0, 0]","[30.88279661396533, 37.89055186024973, 31.22665152578493]","[0, 0, 0]",0.77142857,1.0,0.3088279661396533,1,-1
63,1,0,0,1,-1,"[0, 0, 0]","[22.03591191669502, 28.85062118544446, 49.11346689786052]","[0, 0, 0]",-0.77142857,1.0,0.2203591191669502,1,-1
72,1,0,0,1,-1,"[0, 0, 0]","[32.058117337026445, 29.93785195425554, 38.00403070871802]","[0, 0, 0]",0.08571429,1.0,0.3205811733702644,1,-1
80,1,0,0,1,-1,"[0, 0, 0]","[27.361972562325132, 27.821191040056164, 44.816836397618694]","[0, 0, 0]",-1.2,1.0,0.2736197256232513,1,-1
86,1,0,0,1,-1,"[0, 0, 0]","[25.023296905041718, 28.872604566517506, 46.10409852844078]","[0, 0, 0]",-1.62857143,1.0,0.2502329690504172,1,-1
183,4,6.25,6.25,2,0,"[100, 0, 0]","[21.780522623245872, 28.043795996828464, 50.17568137992566]","[60.890261311622936, 14.021897998414232, 25.08784068996283]",-0.77142857,1.0,0.2178052262324587,1,-1
193,4,45.3125,45.3125,2,0,"[100, 0, 0]","[32.08521850815332, 38.90158087631544, 29.013200615531247]","[66.04357340175719, 19.45023686576063, 14.506189732482197]",1.54285714,1.0,0.3208521850815332,1,-1
199,1,0,0,1,-1,"[0, 0, 0]","[29.7600253489041, 39.10821198328368, 31.131762667812218]","[0, 0, 0]",2.14285714,1.0,0.297600253489041,1,-1
205,1,0,0,1,-1,"[0, 0, 0]","[31.860012410580023, 39.20640133164524, 28.933586257774746]","[0, 0, 0]",2.65714286,1.0,0.31860012410580024,1,-1
8,3,71,100,9,2,"[0, 100, 0]","[9.1506492301961, 10.986965715872802, 79.86238505393108]","[4.57532461509805, 55.4934828579364, 39.93119252696555]",-2.74285714,1.0,0.091506492301961,1,6
9,1,0,100,1,2,"[0, 0, 0]","[16.9892921142065, 27.67870159669717, 55.332006289096334]","[0, 0, 0]",-2.74285714,1.0,0.169892921142065,1,-1
36,3,67,67,23,1,"[0, 100, 0]","[22.11542145150688, 22.100778630193027, 55.78379991830009]","[11.05771072575344, 61.05038931509651, 27.891899959150052]",-2.14285714,1.0,0.22115421451506878,1,8
41,4,56.640625,56.640625,2,0,"[100, 0, 0]","[23.959783058097777, 35.38583959396041, 40.65437734794181]","[61.97989000767349, 17.69291866423927, 20.327191328087242]",1.45714286,1.0,0.23959783058097778,1,-1
55,1,0,0,1,-1,"[0, 0, 0]","[28.97183207479253, 36.08932516509254, 34.93884276011493]","[0, 0, 0]",0.68571429,1.0,0.2897183207479253,1,-1
62,1,0,0,1,-1,"[0, 0, 0]","[26.139301108533992, 24.025819462570645, 49.83487942889537]","[0, 0, 0]",-0.85714286,1.0,0.2613930110853399,1,-1
71,1,0,0,1,-1,"[0, 0, 0]","[38.2343008735315, 28.034400314793334, 33.73129881167517]","[0, 0, 0]",0.0,1.0,0.382343008735315,1,-1
79,1,0,0,1,-1,"[0, 0, 0]","[23.74131325964885, 37.9024274338453, 38.35625930650584]","[0, 0, 0]",-1.71428571,1.0,0.23741313259648852,1,-1
81,1,0,0,1,-1,"[0, 0, 0]","[12.952356721412869, 18.531169259756542, 68.51647401883059]","[0, 0, 0]",-1.28571429,1.0,0.1295235672141287,1,-1
83,1,0,0,1,-1,"[0, 0, 0]","[23.847997084055297, 34.2529304394447, 41.89907247650002]","[0, 0, 0]",-1.71428571,1.0,0.23847997084055297,1,-1
182,4,12.5,12.5,2,0,"[100, 0, 0]","[24.17500000029117, 26.04189999997421, 49.783099999734624]","[62.08750000014558, 13.020949999987105, 24.891549999867312]",-0.85714286,1.0,0.2417500000029117,1,-1
198,1,0,0,1,-1,"[0, 0, 0]","[44.097243374497424, 30.843919813252242, 25.05883681225034]","[0, 0, 0]",2.05714286,1.0,0.44097243374497425,1,-1
204,1,0,0,1,-1,"[0, 0, 0]","[26.05124082699679, 32.327371203385354, 41.621387969617864]","[0, 0, 0]",2.57142857,1.0,0.2605124082699679,1,-1
6,3,75,67,1,1,"[0, 100, 0]","[0.704963390392237, 5.156842935585273, 94.13819367402249]","[0.3524816951961185, 52.57842146779264, 47.069096837011244]",-2.82857143,1.0,0.00704963390392237,1,1
7,1,0,67,1,1,"[0, 0, 0]","[17.16877975770749, 23.97668248802944, 58.85453775426307]","[0, 0, 0]",-2.82857143,1.0,0.1716877975770749,1,-1
10,1,0,0,1,-1,"[0, 0, 0]","[40.1497193089724, 21.954673242320162, 37.89560744870744]","[0, 0, 0]",-0.08571429,1.0,0.401497193089724,1,-1
35,4,83.75,83.75,2,2,"[0, 0, 100]","[21.516076184625323, 25.215924257566357, 53.26799955780831]","[10.758038092312662, 12.607962128783178, 76.63399977890415]",-2.82857143,1.0,0.21516076184625324,1,-1
37,3,100,0,1,2,"[0, 0, 100]","[7.040216174035867, 18.482452419432303, 74.47733140653182]","[3.520108087017934, 9.241226209716151, 87.23866570326592]",-2.82857143,1.0,0.07040216174035867,1,5
54,1,0,0,1,-1,"[0, 0, 0]","[31.086060422886845, 33.94807773631112, 34.965861840802035]","[0, 0, 0]",0.6,1.0,0.31086060422886846,1,-1
61,1,0,0,1,-1,"[0, 0, 0]","[18.995760654495232, 24.95967273453345, 56.0445666109713]","[0, 0, 0]",-0.94285714,1.0,0.1899576065449523,1,-1
78,1,0,0,1,-1,"[0, 0, 0]","[25.0537790268777, 33.6516807820883, 41.294540191034]","[0, 0, 0]",-1.8,1.0,0.250537790268777,1,-1
82,1,0,0,1,-1,"[0, 0, 0]","[20.692966929814364, 38.154767000405684, 41.15226606977996]","[0, 0, 0]",-1.8,1.0,0.20692966929814363,1,-1
181,3,25,0,1,0,"[100, 0, 0]","[100.0, 0.0, 0.0]","[100.0, 0.0, 0.0]",-0.94285714,1.0,1.0,1,2
192,1,0,0,1,-1,"[0, 0, 0]","[34.21562922914856, 33.99043597257773, 31.79393479827372]","[0, 0, 0]",1.37142857,1.0,0.3421562922914856,1,-1
197,1,0,0,1,-1,"[0, 0, 0]","[30.400141048209296, 37.77371446471293, 31.82614448707778]","[0, 0, 0]",1.97142857,1.0,0.30400141048209295,1,-1
203,1,0,0,1,-1,"[0, 0, 0]","[20.08501669053077, 36.08528213484959, 43.829701174619636]","[0, 0, 0]",2.48571429,1.0,0.20085016690530771,1,-1
12,1,0,67,1,1,"[0, 0, 0]","[12.935038508279007, 21.902185088164902, 65.1627764035561]","[0, 0, 0]",-2.91428571,1.0,0.12935038508279006,1,-1
19,1,0,0,1,-1,"[0, 0, 0]","[21.107907699766006, 35.084407962625534, 43.80768433760846]","[0, 0, 0]",0.51428571,1.0,0.21107907699766007,1,-1
23,4,31.25,62.5,3,0,"[100, 0, 0]","[20.535536978263092, 31.831052227245056, 47.63341079449186]","[60.26776848913155, 15.915526113622528, 23.816705397245933]",-1.02857143,1.0,0.20535536978263091,1,-1
