tema,clasificacion,ponderacion,sumatoria_ponderaciones,contador,grado_de_conocimiento,matriz_ponderacion,matriz_inferencia,matriz_inferencia_final,dificultad,discriminacion,adivinacion,asintota,orden_evaluacion
98,1,0,0,1,-1,"[0, 0, 0]","[26.361311272528702, 37.790618466807075, 35.84807026066423]","[0, 0, 0]",-1.97142857,1.0,0.26361311272528704,1,-1
178,1,0,0,1,-1,"[0, 0, 0]","[18.77084719799114, 38.74411162666062, 42.485041175348236]","[0, 0, 0]",-0.25714286,1.0,0.18770847197991142,1,-1
179,1,0,0,1,-1,"[0, 0, 0]","[23.233243422269283, 31.848107114925973, 44.91864946280476]","[0, 0, 0]",-0.25714286,1.0,0.2323324342226928,1,-1
180,1,0,0,1,-1,"[0, 0, 0]","[32.894742605549425, 32.186805111419865, 34.9184522830307]","[0, 0, 0]",-0.25714286,1.0,0.32894742605549426,1,-1
32,1,0,0,1,-1,"[0, 0, 0]","[31.066726282988217, 28.219565167274908, 40.71370854973688]","[0, 0, 0]",-2.05714286,1.0,0.31066726282988216,1,-1
96,1,0,0,1,-1,"[0, 0, 0]","[38.119077198517246, 33.94372145220373, 27.93720134927901]","[0, 0, 0]",-2.14285714,1.0,0.3811907719851725,1,-1
97,1,0,0,1,-1,"[0, 0, 0]","[12.050168189274315, 19.16188841677865, 68.78794339394703]","[0, 0, 0]",-2.05714286,1.0,0.12050168189274314,1,-1
169,1,0,0,1,-1,"[0, 0, 0]","[41.93463948703209, 30.33412597096681, 27.731234542001094]","[0, 0, 0]",-1.11428571,1.0,0.41934639487032094,1,-1
177,1,0,0,1,-1,"[0, 0, 0]","[25.162089050549223, 33.81259941196632, 41.02531153748446]","[0, 0, 0]",-0.34285714,1.0,0.25162089050549225,1,-1
31,1,0,0,1,-1,"[0, 0, 0]","[39.965760325044855, 27.997084540577173, 32.03715513437797]","[0, 0, 0]",-2.14285714,1.0,0.3996576032504485,1,-1
95,1,0,0,1,-1,"[0, 0, 0]","[24.280328878425937, 28.36021148013729, 47.359459641436786]","[0, 0, 0]",-2.22857143,1.0,0.24280328878425939,1,-1
101,1,0,0,1,-1,"[0, 0, 0]","[26.17664973572595, 35.20556533483583, 38.61778492943823]","[0, 0, 0]",-2.31428571,1.0,0.2617664973572595,1,-1
168,1,0,0,1,-1,"[0, 0, 0]","[32.310449216570156, 30.037749966084444, 37.651800817345396]","[0, 0, 0]",-1.2,1.0,0.3231044921657016,1,-1
175,1,0,0,1,-1,"[0, 0, 0]","[27.13001283113058, 30.740586322255197, 42.12940084661423]","[0, 0, 0]",-0.42857143,1.0,0.2713001283113058,1,-1
176,1,0,0,1,-1,"[0, 0, 0]","[26.89462117622986, 28.03773115133481, 45.067647672435335]","[0, 0, 0]",-0.42857143,1.0,0.2689462117622986,1,-1
187,1,0,0,1,-1,"[0, 0, 0]","[49.77561227021548, 24.99453912884808, 25.229848600936442]","[0, 0, 0]",0.42857143,1.0,0.4977561227021548,1,-1
190,1,0,0,1,-1,"[0, 0, 0]","[31.028480654109618, 33.94130138376597, 35.03021796212443]","[0, 0, 0]",1.2,1.0,0.3102848065410962,1,-1
195,4,50.0,50.0,2,0,"[100, 0, 0]","[39.66258294075974, 30.34440333401992, 29.99301372522033]","[69.83129147037987, 15.17220166700996, 14.996506862610163]",1.8,1.0,0.3966258294075974,1,-1
209,3,0,25.0,3,0,"[100, 0, 0]","[35.35539693093703, 39.98033834420076, 24.6642647248622]","[67.67769846546852, 19.990169172100376, 12.332132362431103]",3.0,1.0,0.35355396930937033,1,7
30,1,0,0,1,-1,"[0, 0, 0]","[36.41510192517469, 31.49927090571738, 32.08562716910794]","[0, 0, 0]",-2.4,1.0,0.36415101925174687,1,-1
44,1,0,0,1,-1,"[0, 0, 0]","[18.776502157098488, 31.044510817849464, 50.17898702505204]","[0, 0, 0]",1.71428571,1.0,0.18776502157098487,1,-1
46,3,100,0,1,2,"[0, 0, 100]","[18.65314632241283, 34.58994584546891, 46.75690783211825]","[9.326573161206417, 17.29497292273446, 73.37845391605913]",1.71428571,1.0,0.1865314632241283,1,2
47,1,0,0,1,-1,"[0, 0, 0]","[19.73397687731761, 39.33508210825712, 40.93094101442526]","[0, 0, 0]",1.71428571,1.0,0.19733976877317608,1,-1
48,1,0,0,1,-1,"[0, 0, 0]","[20.907462179179564, 44.07684017141801, 35.01569764940242]","[0, 0, 0]",1.71428571,1.0,0.20907462179179565,1,-1
49,1,0,0,1,-1,"[0, 0, 0]","[29.810196667616406, 39.37650510644099, 30.813298225942603]","[0, 0, 0]",1.71428571,1.0,0.29810196667616407,1,-1
50,1,0,0,1,-1,"[0, 0, 0]","[24.069094791975715, 25.88066579016234, 50.05023941786195]","[0, 0, 0]",1.71428571,1.0,0.24069094791975715,1,-1
77,1,0,0,1,-1,"[0, 0, 0]","[36.238375184274965, 28.88181189668966, 34.879812919035366]","[0, 0, 0]",0.34285714,1.0,0.3623837518427496,1,-1
164,1,0,0,1,-1,"[0, 0, 0]","[15.094244101004481, 30.083500651165785, 54.82225524782973]","[0, 0, 0]",-1.37142857,1.0,0.1509424410100448,1,-1
165,1,0,0,1,-1,"[0, 0, 0]","[35.33516788988418, 30.823201581397093, 33.84163052871873]","[0, 0, 0]",-1.28571429,1.0,0.35335167889884184,1,-1
166,1,0,0,1,-1,"[0, 0, 0]","[42.23885280515694, 19.92771198309739, 37.83343521174567]","[0, 0, 0]",-1.37142857,1.0,0.4223885280515694,1,-1
167,1,0,0,1,-1,"[0, 0, 0]","[39.88730857492725, 25.307777658000006, 34.80491376707273]","[0, 0, 0]",-1.28571429,1.0,0.39887308574927255,1,-1
174,1,0,0,1,-1,"[0, 0, 0]","[17.939356905854563, 30.8455808250022, 51.21506226914324]","[0, 0, 0]",-0.51428571,1.0,0.17939356905854564,1,-1
188,1,0,0,1,-1,"[0, 0, 0]","[31.692321106535402, 34.12082494769493, 34.18685394576968]","[0, 0, 0]",1.02857143,1.0,0.31692321106535404,1,-1
189,1,0,0,1,-1,"[0, 0, 0]","[23.40175492362878, 31.637704493918488, 44.96054058245273]","[0, 0, 0]",1.11428571,1.0,0.2340175492362878,1,-1
194,1,0,0,1,-1,"[0, 0, 0]","[28.93411833961214, 39.31881333307615, 31.747068327311716]","[0, 0, 0]",1.71428571,1.0,0.2893411833961214,1,-1
208,3,0,50.0,4,0,"[100, 0, 0]","[31.05217388916995, 44.22597959171691, 24.721846519113136]","[65.52608694458499, 22.112989795859434, 12.360923259555571]",2.91428571,1.0,0.3105217388916995,1,8
28,1,0,0,1,-1,"[0, 0, 0]","[29.018574655902725, 20.896790410403632, 50.08463493369365]","[0, 0, 0]",-2.48571429,1.0,0.29018574655902724,1,-1
29,1,0,0,1,-1,"[0, 0, 0]","[31.046533003823505, 20.831474593663433, 48.121992402513065]","[0, 0, 0]",-2.48571429,1.0,0.31046533003823507,1,-1
59,1,0,0,1,-1,"[0, 0, 0]","[38.79657266025909, 42.04813614070056, 19.155291199040363]","[0, 0, 0]",0.94285714,1.0,0.3879657266025909,1,-1
60,1,0,0,1,-1,"[0, 0, 0]","[31.202020099883743, 33.88501156697068, 34.912968333145564]","[0, 0, 0]",0.94285714,1.0,0.3120202009988374,1,-1
74,1,0,0,1,-1,"[0, 0, 0]","[36.42231248554949, 31.556837792440394, 32.02084972201013]","[0, 0, 0]",0.25714286,1.0,0.3642231248554949,1,-1
75,1,0,0,1,-1,"[0, 0, 0]","[41.07609949231029, 28.848890493900285, 30.07501001378942]","[0, 0, 0]",0.25714286,1.0,0.4107609949231029,1,-1
76,1,0,0,1,-1,"[0, 0, 0]","[42.99985540428931, 34.80329602677713, 22.196848568933557]","[0, 0, 0]",0.25714286,1.0,0.4299985540428931,1,-1
91,1,0,0,1,-1,"[0, 0, 0]","[31.296014557285943, 29.773582826648727, 38.93040261606534]","[0, 0, 0]",-1.45714286,1.0,0.31296014557285945,1,-1
100,1,0,0,1,-1,"[0, 0, 0]","[33.15750551097006, 28.935463598619314, 37.907030890410624]","[0, 0, 0]",-2.14285714,1.0,0.3315750551097006,1,-1
163,1,0,0,1,-1,"[0, 0, 0]","[31.279109635721845, 29.267230363489503, 39.453660000788645]","[0, 0, 0]",-1.45714286,1.0,0.31279109635721847,1,-1
173,1,0,0,1,-1,"[0, 0, 0]","[34.976009534004746, 30.186779549058468, 34.8372109169368]","[0, 0, 0]",-0.6,1.0,0.3497600953400475,1,-1
185,4,25.0,25.0,2,0,"[100, 0, 0]","[37.01334414867429, 35.025142805229194, 27.961513046096513]","[68.50631131855138, 17.513085793722638, 13.98060288772598]",-0.6,1.0,0.37013344148674293,1,-1
201,3,0,25.0,2,0,"[100, 0, 0]","[43.10995512411747, 35.0386999058446, 21.85134497003792]","[71.55497756205874, 17.5193499529223, 10.92567248501896]",2.31428571,1.0,0.4310995512411747,1,12
207,3,100,12.5,2,2,"[0, 0, 100]","[27.778592704605316, 44.159932542172285, 28.0614747532224]","[13.88929635265314, 22.079966270714692, 64.03073737663216]",2.82857143,1.0,0.27778592704605315,1,5
27,1,0,0,1,-1,"[0, 0, 0]","[26.996251777788398, 29.297726537365033, 43.70602168484657]","[0, 0, 0]",-2.57142857,1.0,0.269962517777884,1,-1
33,1,0,0,1,-1,"[0, 0, 0]","[19.924589978218947, 26.00632624534808, 54.06908377643298]","[0, 0, 0]",-2.57142857,1.0,0.19924589978218946,1,-1
34,1,0,0,1,-1,"[0, 0, 0]","[15.968275689263903, 24.220545096840393, 59.81117921389571]","[0, 0, 0]",-2.57142857,1.0,0.15968275689263903,1,-1
39,1,0,0,1,-1,"[0, 0, 0]","[13.243019404385095, 29.416763886139226, 57.340216709475676]","[0, 0, 0]",-2.57142857,1.0,0.13243019404385095,1,-1
42,4,100.0,100,2,2,"[0, 0, 100]","[27.983977481264414, 32.08861339795911, 39.92740912077646]","[13.99198874063221, 16.044306698979554, 69.96370456038824]",1.62857143,1.0,0.27983977481264416,1,-1
58,1,0,0,1,-1,"[0, 0, 0]","[41.04217897364646, 42.7069146799232, 16.250906346430344]","[0, 0, 0]",0.85714286,1.0,0.4104217897364646,1,-1
73,1,0,0,1,-1,"[0, 0, 0]","[25.92934015023131, 32.01407327947233, 42.05658657029637]","[0, 0, 0]",0.17142857,1.0,0.2592934015023131,1,-1
88,1,0,0,1,-1,"[0, 0, 0]","[28.2815855360583, 23.89881744574057, 47.81959701820113]","[0, 0, 0]",-1.54285714,1.0,0.282815855360583,1,-1
99,1,0,0,1,-1,"[0, 0, 0]","[11.15670813700816, 17.510830955967958, 71.33246090702389]","[0, 0, 0]",-2.31428571,1.0,0.11156708137008159,1,-1
161,1,0,0,1,-1,"[0, 0, 0]","[27.298087139322202, 31.94060909193715, 40.761303768740646]","[0, 0, 0]",-2.57142857,1.0,0.272980871393222,1,-1
170,1,0,0,1,-1,"[0, 0, 0]","[43.83814133470747, 30.915008160748613, 25.246850504543914]","[0, 0, 0]",-1.11428571,1.0,0.4383814133470747,1,-1
172,1,0,0,1,-1,"[0, 0, 0]","[15.949468638822676, 28.10887171448994, 55.94165964668739]","[0, 0, 0]",-0.68571429,1.0,0.15949468638822675,1,-1
