tema,clasificacion,ponderacion,sumatoria_ponderaciones,contador,grado_de_conocimiento,matriz_ponderacion,matriz_inferencia,matriz_inferencia_final,dificultad,discriminacion,adivinacion,asintota,orden_evaluacion
98,1,0,0,1,-1,"[0, 0, 0]","[26.3613112725287, 37.79061846680708, 35.84807026066423]","[0, 0, 0]",-1.97142857,1.0,0.263613112725287,1,-1
178,1,0,0,1,-1,"[0, 0, 0]","[18.770847197991145, 38.74411162666062, 42.48504117534823]","[0, 0, 0]",-0.25714286,1.0,0.18770847197991145,1,-1
179,1,0,0,1,-1,"[0, 0, 0]","[23.233243422269283, 31.848107114925966, 44.91864946280475]","[0, 0, 0]",-0.25714286,1.0,0.2323324342226928,1,-1
180,1,0,0,1,-1,"[0, 0, 0]","[32.89474260554943, 32.18680511141987, 34.91845228303071]","[0, 0, 0]",-0.25714286,1.0,0.3289474260554943,1,-1
32,1,0,0,1,-1,"[0, 0, 0]","[31.066726282988217, 28.219565167274908, 40.71370854973688]","[0, 0, 0]",-2.05714286,1.0,0.31066726282988216,1,-1
96,1,0,0,1,-1,"[0, 0, 0]","[38.119077198517246, 33.94372145220374, 27.93720134927901]","[0, 0, 0]",-2.14285714,1.0,0.3811907719851725,1,-1
97,1,0,0,1,-1,"[0, 0, 0]","[12.050168189274315, 19.16188841677865, 68.78794339394703]","[0, 0, 0]",-2.05714286,1.0,0.12050168189274314,1,-1
169,1,0,0,1,-1,"[0, 0, 0]","[41.93463948703209, 30.334125970966813, 27.731234542001094]","[0, 0, 0]",-1.11428571,1.0,0.41934639487032094,1,-1
177,1,0,0,1,-1,"[0, 0, 0]","[25.162089050549223, 33.81259941196632, 41.02531153748446]","[0, 0, 0]",-0.34285714,1.0,0.25162089050549225,1,-1
31,1,0,0,1,-1,"[0, 0, 0]","[39.965760325044855, 27.997084540577173, 32.03715513437797]","[0, 0, 0]",-2.14285714,1.0,0.3996576032504485,1,-1
95,1,0,0,1,-1,"[0, 0, 0]","[24.280328878425934, 28.360211480137288, 47.359459641436786]","[0, 0, 0]",-2.22857143,1.0,0.24280328878425933,1,-1
101,1,0,0,1,-1,"[0, 0, 0]","[26.17664973572595, 35.20556533483583, 38.61778492943822]","[0, 0, 0]",-2.31428571,1.0,0.2617664973572595,1,-1
168,1,0,0,1,-1,"[0, 0, 0]","[32.310449216570156, 30.037749966084444, 37.651800817345396]","[0, 0, 0]",-1.2,1.0,0.3231044921657016,1,-1
175,1,0,0,1,-1,"[0, 0, 0]","[27.13001283113058, 30.740586322255197, 42.12940084661423]","[0, 0, 0]",-0.42857143,1.0,0.2713001283113058,1,-1
176,1,0,0,1,-1,"[0, 0, 0]","[26.89462117622986, 28.03773115133481, 45.06764767243532]","[0, 0, 0]",-0.42857143,1.0,0.2689462117622986,1,-1
187,1,0,0,1,-1,"[0, 0, 0]","[49.77561227021548, 24.99453912884808, 25.229848600936442]","[0, 0, 0]",0.42857143,1.0,0.4977561227021548,1,-1
190,1,0,0,1,-1,"[0, 0, 0]","[31.028480654109615, 33.94130138376596, 35.030217962124425]","[0, 0, 0]",1.2,1.0,0.31028480654109614,1,-1
195,4,37.5,37.5,2,0,"[100, 0, 0]","[39.66258294075975, 30.34440333401992, 29.99301372522033]","[69.83129147037987, 15.17220166700996, 14.996506862610168]",1.8,1.0,0.3966258294075975,1,-1
209,3,69,22.5,2,1,"[0, 100, 0]","[35.35539693093703, 39.98033834420076, 24.6642647248622]","[17.677698465468403, 69.99016917210093, 12.332132362430663]",3.0,1.0,0.35355396930937033,1,6
30,1,0,0,1,-1,"[0, 0, 0]","[36.41510192517469, 31.49927090571738, 32.08562716910794]","[0, 0, 0]",-2.4,1.0,0.36415101925174687,1,-1
44,1,0,0,1,-1,"[0, 0, 0]","[18.776502157098488, 31.044510817849464, 50.178987025052045]","[0, 0, 0]",1.71428571,1.0,0.18776502157098487,1,-1
46,3,75,0,1,1,"[0, 100, 0]","[18.653146322412834, 34.58994584546892, 46.75690783211825]","[9.326573161206415, 67.29497292273446, 23.37845391605913]",1.71428571,1.0,0.18653146322412834,1,1
47,1,0,0,1,-1,"[0, 0, 0]","[19.73397687731761, 39.33508210825713, 40.93094101442526]","[0, 0, 0]",1.71428571,1.0,0.19733976877317608,1,-1
48,1,0,0,1,-1,"[0, 0, 0]","[20.907462179179564, 44.07684017141801, 35.01569764940242]","[0, 0, 0]",1.71428571,1.0,0.20907462179179565,1,-1
49,1,0,0,1,-1,"[0, 0, 0]","[29.810196667616413, 39.37650510644099, 30.813298225942603]","[0, 0, 0]",1.71428571,1.0,0.2981019666761641,1,-1
50,1,0,0,1,-1,"[0, 0, 0]","[24.06909479197571, 25.88066579016234, 50.05023941786195]","[0, 0, 0]",1.71428571,1.0,0.24069094791975712,1,-1
77,1,0,0,1,-1,"[0, 0, 0]","[36.238375184274965, 28.88181189668965, 34.879812919035366]","[0, 0, 0]",0.34285714,1.0,0.3623837518427496,1,-1
164,1,0,0,1,-1,"[0, 0, 0]","[15.094244101004485, 30.083500651165785, 54.82225524782973]","[0, 0, 0]",-1.37142857,1.0,0.15094244101004484,1,-1
165,1,0,0,1,-1,"[0, 0, 0]","[35.33516788988418, 30.823201581397097, 33.84163052871874]","[0, 0, 0]",-1.28571429,1.0,0.35335167889884184,1,-1
166,1,0,0,1,-1,"[0, 0, 0]","[42.23885280515694, 19.92771198309739, 37.83343521174567]","[0, 0, 0]",-1.37142857,1.0,0.4223885280515694,1,-1
167,1,0,0,1,-1,"[0, 0, 0]","[39.88730857492725, 25.307777658000013, 34.80491376707274]","[0, 0, 0]",-1.28571429,1.0,0.39887308574927255,1,-1
174,1,0,0,1,-1,"[0, 0, 0]","[17.939356905854563, 30.845580825002195, 51.21506226914324]","[0, 0, 0]",-0.51428571,1.0,0.17939356905854564,1,-1
188,1,0,0,1,-1,"[0, 0, 0]","[31.6923211065354, 34.12082494769493, 34.18685394576967]","[0, 0, 0]",1.02857143,1.0,0.316923211065354,1,-1
189,1,0,0,1,-1,"[0, 0, 0]","[23.40175492362878, 31.637704493918495, 44.96054058245273]","[0, 0, 0]",1.11428571,1.0,0.2340175492362878,1,-1
194,1,0,0,1,-1,"[0, 0, 0]","[28.934118339612148, 39.31881333307614, 31.747068327311723]","[0, 0, 0]",1.71428571,1.0,0.28934118339612147,1,-1
208,3,80,131.25,3,1,"[0, 100, 0]","[31.05217388916995, 44.22597959171691, 24.721846519113136]","[15.526086944623612, 72.11298979574686, 12.360923259629534]",2.91428571,1.0,0.3105217388916995,1,7
28,1,0,0,1,-1,"[0, 0, 0]","[29.018574655902718, 20.89679041040363, 50.08463493369365]","[0, 0, 0]",-2.48571429,1.0,0.2901857465590272,1,-1
29,1,0,0,1,-1,"[0, 0, 0]","[31.0465330038235, 20.83147459366343, 48.121992402513065]","[0, 0, 0]",-2.48571429,1.0,0.310465330038235,1,-1
59,1,0,0,1,-1,"[0, 0, 0]","[38.796572660259095, 42.048136140700564, 19.155291199040363]","[0, 0, 0]",0.94285714,1.0,0.38796572660259093,1,-1
60,1,0,0,1,-1,"[0, 0, 0]","[31.202020099883747, 33.88501156697069, 34.912968333145564]","[0, 0, 0]",0.94285714,1.0,0.3120202009988375,1,-1
74,1,0,0,1,-1,"[0, 0, 0]","[36.42231248554949, 31.55683779244039, 32.02084972201012]","[0, 0, 0]",0.25714286,1.0,0.3642231248554949,1,-1
75,1,0,0,1,-1,"[0, 0, 0]","[41.0760994923103, 28.848890493900285, 30.07501001378941]","[0, 0, 0]",0.25714286,1.0,0.410760994923103,1,-1
