tema,clasificacion,ponderacion,sumatoria_ponderaciones,contador,grado_de_conocimiento,matriz_ponderacion,matriz_inferencia,matriz_inferencia_final,dificultad,discriminacion,adivinacion,asintota,orden_evaluacion
98,1,0,0,1,-1,"[0, 0, 0]","[26.3613112725287, 37.790618466807075, 35.84807026066423]","[0, 0, 0]",-1.97142857,1.0,0.263613112725287,1,-1
178,1,0,0,1,-1,"[0, 0, 0]","[18.770847197991145, 38.74411162666062, 42.48504117534823]","[0, 0, 0]",-0.25714286,1.0,0.18770847197991145,1,-1
179,1,0,0,1,-1,"[0, 0, 0]","[23.233243422269283, 31.848107114925966, 44.91864946280475]","[0, 0, 0]",-0.25714286,1.0,0.2323324342226928,1,-1
180,1,0,0,1,-1,"[0, 0, 0]","[32.89474260554943, 32.18680511141987, 34.91845228303071]","[0, 0, 0]",-0.25714286,1.0,0.3289474260554943,1,-1
32,1,0,0,1,-1,"[0, 0, 0]","[31.066726282988217, 28.219565167274908, 40.71370854973688]","[0, 0, 0]",-2.05714286,1.0,0.31066726282988216,1,-1
96,1,0,0,1,-1,"[0, 0, 0]","[38.119077198517246, 33.94372145220373, 27.93720134927901]","[0, 0, 0]",-2.14285714,1.0,0.3811907719851725,1,-1
97,1,0,0,1,-1,"[0, 0, 0]","[12.050168189274315, 19.16188841677865, 68.78794339394703]","[0, 0, 0]",-2.05714286,1.0,0.12050168189274314,1,-1
169,1,0,0,1,-1,"[0, 0, 0]","[41.93463948703209, 30.334125970966813, 27.731234542001094]","[0, 0, 0]",-1.11428571,1.0,0.41934639487032094,1,-1
177,1,0,0,1,-1,"[0, 0, 0]","[25.162089050549223, 33.81259941196632, 41.02531153748446]","[0, 0, 0]",-0.34285714,1.0,0.25162089050549225,1,-1
31,1,0,0,1,-1,"[0, 0, 0]","[39.965760325044855, 27.997084540577166, 32.03715513437797]","[0, 0, 0]",-2.14285714,1.0,0.3996576032504485,1,-1
95,1,0,0,1,-1,"[0, 0, 0]","[24.280328878425937, 28.36021148013728, 47.359459641436786]","[0, 0, 0]",-2.22857143,1.0,0.24280328878425939,1,-1
101,1,0,0,1,-1,"[0, 0, 0]","[26.17664973572595, 35.20556533483584, 38.61778492943823]","[0, 0, 0]",-2.31428571,1.0,0.2617664973572595,1,-1
168,1,0,0,1,-1,"[0, 0, 0]","[32.31044921657016, 30.037749966084448, 37.651800817345396]","[0, 0, 0]",-1.2,1.0,0.32310449216570164,1,-1
175,1,0,0,1,-1,"[0, 0, 0]","[27.13001283113058, 30.740586322255197, 42.12940084661423]","[0, 0, 0]",-0.42857143,1.0,0.2713001283113058,1,-1
176,1,0,0,1,-1,"[0, 0, 0]","[26.89462117622986, 28.03773115133481, 45.06764767243532]","[0, 0, 0]",-0.42857143,1.0,0.2689462117622986,1,-1
187,1,0,0,1,-1,"[0, 0, 0]","[49.775612270215476, 24.994539128848075, 25.229848600936442]","[0, 0, 0]",0.42857143,1.0,0.49775612270215475,1,-1
190,1,0,0,1,-1,"[0, 0, 0]","[31.028480654109615, 33.94130138376596, 35.030217962124425]","[0, 0, 0]",1.2,1.0,0.31028480654109614,1,-1
195,1,0,0,1,-1,"[0, 0, 0]","[39.66258294075975, 30.344403334019926, 29.99301372522033]","[0, 0, 0]",1.8,1.0,0.3966258294075975,1,-1
209,3,94,75.875,4,2,"[0, 0, 100]","[35.35539693093703, 39.98033834420076, 24.6642647248622]","[17.67769846546842, 19.990169172100806, 62.33213236243078]",3.0,1.0,0.35355396930937033,1,7
30,1,0,0,1,-1,"[0, 0, 0]","[36.41510192517469, 31.499270905717374, 32.08562716910793]","[0, 0, 0]",-2.4,1.0,0.36415101925174687,1,-1
44,1,0,0,1,-1,"[0, 0, 0]","[18.77650215709849, 31.044510817849456, 50.17898702505206]","[0, 0, 0]",1.71428571,1.0,0.1877650215709849,1,-1
46,1,0,0,1,-1,"[0, 0, 0]","[18.653146322412834, 34.589945845468925, 46.75690783211825]","[0, 0, 0]",1.71428571,1.0,0.18653146322412834,1,-1
47,1,0,0,1,-1,"[0, 0, 0]","[19.733976877317613, 39.33508210825713, 40.930941014425265]","[0, 0, 0]",1.71428571,1.0,0.19733976877317613,1,-1
48,1,0,0,1,-1,"[0, 0, 0]","[20.907462179179568, 44.07684017141801, 35.01569764940242]","[0, 0, 0]",1.71428571,1.0,0.20907462179179567,1,-1
49,1,0,0,1,-1,"[0, 0, 0]","[29.810196667616413, 39.37650510644099, 30.813298225942603]","[0, 0, 0]",1.71428571,1.0,0.2981019666761641,1,-1
50,1,0,0,1,-1,"[0, 0, 0]","[24.06909479197571, 25.88066579016234, 50.05023941786195]","[0, 0, 0]",1.71428571,1.0,0.24069094791975712,1,-1
77,1,0,0,1,-1,"[0, 0, 0]","[36.238375184274965, 28.881811896689662, 34.879812919035366]","[0, 0, 0]",0.34285714,1.0,0.3623837518427496,1,-1
164,1,0,0,1,-1,"[0, 0, 0]","[15.094244101004481, 30.083500651165785, 54.82225524782973]","[0, 0, 0]",-1.37142857,1.0,0.1509424410100448,1,-1
165,1,0,0,1,-1,"[0, 0, 0]","[35.33516788988418, 30.823201581397097, 33.84163052871874]","[0, 0, 0]",-1.28571429,1.0,0.35335167889884184,1,-1
166,1,0,0,1,-1,"[0, 0, 0]","[42.238852805156945, 19.927711983097385, 37.83343521174567]","[0, 0, 0]",-1.37142857,1.0,0.42238852805156946,1,-1
167,1,0,0,1,-1,"[0, 0, 0]","[39.887308574927246, 25.307777658000013, 34.80491376707274]","[0, 0, 0]",-1.28571429,1.0,0.39887308574927244,1,-1
174,1,0,0,1,-1,"[0, 0, 0]","[17.939356905854563, 30.845580825002195, 51.21506226914324]","[0, 0, 0]",-0.51428571,1.0,0.17939356905854564,1,-1
188,1,0,0,1,-1,"[0, 0, 0]","[31.6923211065354, 34.12082494769493, 34.18685394576968]","[0, 0, 0]",1.02857143,1.0,0.316923211065354,1,-1
189,1,0,0,1,-1,"[0, 0, 0]","[23.40175492362878, 31.637704493918484, 44.96054058245273]","[0, 0, 0]",1.11428571,1.0,0.2340175492362878,1,-1
194,1,0,0,1,-1,"[0, 0, 0]","[28.934118339612137, 39.31881333307615, 31.747068327311716]","[0, 0, 0]",1.71428571,1.0,0.28934118339612136,1,-1
208,3,81,70.75,3,1,"[0, 100, 0]","[31.05217388916995, 44.22597959171691, 24.721846519113136]","[15.526086944567366, 72.1129897957952, 12.360923259637428]",2.91428571,1.0,0.3105217388916995,1,5
28,1,0,0,1,-1,"[0, 0, 0]","[29.018574655902718, 20.89679041040363, 50.08463493369365]","[0, 0, 0]",-2.48571429,1.0,0.2901857465590272,1,-1
29,1,0,0,1,-1,"[0, 0, 0]","[31.0465330038235, 20.83147459366343, 48.121992402513065]","[0, 0, 0]",-2.48571429,1.0,0.310465330038235,1,-1
59,1,0,0,1,-1,"[0, 0, 0]","[38.796572660259095, 42.04813614070056, 19.15529119904036]","[0, 0, 0]",0.94285714,1.0,0.38796572660259093,1,-1
60,1,0,0,1,-1,"[0, 0, 0]","[31.202020099883747, 33.88501156697069, 34.91296833314557]","[0, 0, 0]",0.94285714,1.0,0.3120202009988375,1,-1
74,1,0,0,1,-1,"[0, 0, 0]","[36.42231248554949, 31.55683779244039, 32.02084972201012]","[0, 0, 0]",0.25714286,1.0,0.3642231248554949,1,-1
75,1,0,0,1,-1,"[0, 0, 0]","[41.0760994923103, 28.848890493900285, 30.07501001378941]","[0, 0, 0]",0.25714286,1.0,0.410760994923103,1,-1
76,1,0,0,1,-1,"[0, 0, 0]","[42.999855404289306, 34.80329602677713, 22.196848568933554]","[0, 0, 0]",0.25714286,1.0,0.42999855404289306,1,-1
91,1,0,0,1,-1,"[0, 0, 0]","[31.29601455728594, 29.77358282664873, 38.93040261606533]","[0, 0, 0]",-1.45714286,1.0,0.3129601455728594,1,-1
100,1,0,0,1,-1,"[0, 0, 0]","[33.15750551097006, 28.935463598619314, 37.90703089041063]","[0, 0, 0]",-2.14285714,1.0,0.3315750551097006,1,-1
163,1,0,0,1,-1,"[0, 0, 0]","[31.27910963572184, 29.267230363489503, 39.453660000788645]","[0, 0, 0]",-1.45714286,1.0,0.3127910963572184,1,-1
173,1,0,0,1,-1,"[0, 0, 0]","[34.97600953400474, 30.186779549058464, 34.8372109169368]","[0, 0, 0]",-0.6,1.0,0.34976009534004737,1,-1
185,4,23.5,23.5,2,0,"[100, 0, 0]","[37.013344148674285, 35.02514280522919, 27.961513046096513]","[68.50631131855138, 17.513085793722638, 13.98060288772598]",-0.6,1.0,0.3701334414867429,1,-1
201,3,79,0,1,1,"[0, 100, 0]","[43.10995512411747, 35.03869990584461, 21.851344970037925]","[21.554977562058735, 67.51934995292231, 10.925672485018962]",2.31428571,1.0,0.4310995512411747,1,9
207,3,97,11.5,2,2,"[0, 0, 100]","[27.778592704605316, 44.159932542172285, 28.0614747532224]","[13.889296326011294, 22.07996630600061, 64.0307373679881]",2.82857143,1.0,0.27778592704605315,1,3
27,1,0,0,1,-1,"[0, 0, 0]","[26.996251777788398, 29.297726537365037, 43.70602168484657]","[0, 0, 0]",-2.57142857,1.0,0.269962517777884,1,-1
33,1,0,0,1,-1,"[0, 0, 0]","[19.924589978218943, 26.006326245348077, 54.06908377643298]","[0, 0, 0]",-2.57142857,1.0,0.19924589978218943,1,-1
34,1,0,0,1,-1,"[0, 0, 0]","[15.968275689263903, 24.220545096840386, 59.81117921389571]","[0, 0, 0]",-2.57142857,1.0,0.15968275689263903,1,-1
39,1,0,0,1,-1,"[0, 0, 0]","[13.243019404385098, 29.416763886139226, 57.340216709475676]","[0, 0, 0]",-2.57142857,1.0,0.13243019404385098,1,-1
42,1,0,0,1,-1,"[0, 0, 0]","[27.98397748126442, 32.0886133979591, 39.92740912077647]","[0, 0, 0]",1.62857143,1.0,0.2798397748126442,1,-1
58,1,0,0,1,-1,"[0, 0, 0]","[41.04217897364646, 42.706914679923194, 16.250906346430337]","[0, 0, 0]",0.85714286,1.0,0.4104217897364646,1,-1
73,1,0,0,1,-1,"[0, 0, 0]","[25.929340150231305, 32.01407327947232, 42.05658657029636]","[0, 0, 0]",0.17142857,1.0,0.25929340150231306,1,-1
88,1,0,0,1,-1,"[0, 0, 0]","[28.2815855360583, 23.89881744574057, 47.819597018201115]","[0, 0, 0]",-1.54285714,1.0,0.282815855360583,1,-1
99,1,0,0,1,-1,"[0, 0, 0]","[11.15670813700816, 17.510830955967958, 71.33246090702387]","[0, 0, 0]",-2.31428571,1.0,0.11156708137008159,1,-1
161,1,0,0,1,-1,"[0, 0, 0]","[27.298087139322202, 31.940609091937144, 40.761303768740646]","[0, 0, 0]",-2.57142857,1.0,0.272980871393222,1,-1
170,1,0,0,1,-1,"[0, 0, 0]","[43.83814133470747, 30.915008160748613, 25.24685050454391]","[0, 0, 0]",-1.11428571,1.0,0.4383814133470747,1,-1
172,1,0,0,1,-1,"[0, 0, 0]","[15.949468638822676, 28.108871714489936, 55.941659646687384]","[0, 0, 0]",-0.68571429,1.0,0.15949468638822675,1,-1
