tema,clasificacion,ponderacion,sumatoria_ponderaciones,contador,grado_de_conocimiento,matriz_ponderacion,matriz_inferencia,matriz_inferencia_final,dificultad,discriminacion,adivinacion,asintota,orden_evaluacion
98,3,83,100,12,2,"[0, 100, 0]","[26.361311272528702, 37.790618466807075, 35.84807026066423]","[13.180655636264351, 68.89530923340354, 17.924035130332115]",-1.97142857,1.0,0.26361311272528704,1,11
178,1,0,0,1,-1,"[0, 0, 0]","[18.770847197991145, 38.74411162666063, 42.485041175348236]","[0, 0, 0]",-0.25714286,1.0,0.18770847197991145,1,-1
179,1,0,0,1,-1,"[0, 0, 0]","[23.23324342226928, 31.848107114925973, 44.91864946280476]","[0, 0, 0]",-0.25714286,1.0,0.23233243422269279,1,-1
180,1,0,0,1,-1,"[0, 0, 0]","[32.894742605549425, 32.186805111419865, 34.9184522830307]","[0, 0, 0]",-0.25714286,1.0,0.32894742605549426,1,-1
32,4,18.041666666666668,100,7,2,"[100, 0, 0]","[31.06672628298821, 28.219565167274908, 40.713708549736886]","[65.5333631414941, 14.109782583637454, 20.35685427486844]",-2.05714286,1.0,0.3106672628298821,1,-1
96,4,23.9375,67,9,1,"[100, 0, 0]","[38.11907719851737, 33.943721452203775, 27.937201349278855]","[69.05953859925867, 16.97186072610189, 13.968600674639427]",-2.14285714,1.0,0.38119077198517365,1,-1
97,3,67,33,1,0,"[0, 100, 0]","[12.05016818927417, 19.16188841677907, 68.78794339394676]","[6.025084094637085, 59.58094420838954, 34.39397169697338]",-2.05714286,1.0,0.12050168189274171,1,3
169,1,0,0,1,-1,"[0, 0, 0]","[41.9346394870321, 30.33412597096682, 27.731234542001086]","[0, 0, 0]",-1.11428571,1.0,0.419346394870321,1,-1
177,1,0,0,1,-1,"[0, 0, 0]","[25.162089050549223, 33.81259941196632, 41.02531153748446]","[0, 0, 0]",-0.34285714,1.0,0.25162089050549225,1,-1
31,4,22.9,50,11,0,"[100, 0, 0]","[39.96576032504459, 27.997084540577543, 32.03715513437786]","[69.98288016252229, 13.998542270288775, 16.01857756718893]",-2.14285714,1.0,0.3996576032504459,1,-1
95,3,83,67,39,1,"[0, 100, 0]","[24.2803288784094, 28.36021148013017, 47.359459641460425]","[12.1401644392047, 64.18010574006509, 23.679729820730213]",-2.22857143,1.0,0.242803288784094,1,9
101,4,80.625,67,21,1,"[0, 100, 0]","[26.17664973571187, 35.20556533484246, 38.617784929445676]","[13.088324867855935, 67.60278266742122, 19.308892464722838]",-2.31428571,1.0,0.2617664973571187,1,-1
168,1,0,0,1,-1,"[0, 0, 0]","[32.31044921656891, 30.03774996608552, 37.651800817345574]","[0, 0, 0]",-1.2,1.0,0.32310449216568915,1,-1
175,1,0,0,1,-1,"[0, 0, 0]","[27.130012831130575, 30.740586322255204, 42.12940084661423]","[0, 0, 0]",-0.42857143,1.0,0.27130012831130573,1,-1
176,1,0,0,1,-1,"[0, 0, 0]","[26.89462117622986, 28.03773115133481, 45.06764767243532]","[0, 0, 0]",-0.42857143,1.0,0.2689462117622986,1,-1
187,4,3.125,9.375,4,0,"[100, 0, 0]","[49.775612270215106, 24.994539128847286, 25.229848600937615]","[74.88780613510755, 12.497269564423641, 12.614924300468806]",0.42857143,1.0,0.4977561227021511,1,-1
190,1,0,0,1,-1,"[0, 0, 0]","[31.028480654109615, 33.94130138376595, 35.030217962124425]","[0, 0, 0]",1.2,1.0,0.31028480654109614,1,-1
195,1,0,0,1,-1,"[0, 0, 0]","[39.66258294075975, 30.34440333401992, 29.99301372522033]","[0, 0, 0]",1.8,1.0,0.3966258294075975,1,-1
209,1,0,0,1,-1,"[0, 0, 0]","[35.35539693093703, 39.98033834420075, 24.66426472486221]","[0, 0, 0]",3.0,1.0,0.35355396930937033,1,-1
30,4,84.70203488372093,7284.375,87,2,"[0, 0, 100]","[36.41510192517684, 31.499270905717637, 32.08562716910553]","[18.20755096258842, 15.749635452858818, 66.04281358455276]",-2.4,1.0,0.3641510192517684,1,-1
44,1,0,0,1,-1,"[0, 0, 0]","[18.77650215709849, 31.044510817849464, 50.178987025052045]","[0, 0, 0]",1.71428571,1.0,0.1877650215709849,1,-1
46,1,0,0,1,-1,"[0, 0, 0]","[18.653146322412827, 34.58994584546891, 46.75690783211826]","[0, 0, 0]",1.71428571,1.0,0.18653146322412828,1,-1
47,1,0,0,1,-1,"[0, 0, 0]","[19.73397687731761, 39.33508210825713, 40.93094101442526]","[0, 0, 0]",1.71428571,1.0,0.19733976877317608,1,-1
48,1,0,0,1,-1,"[0, 0, 0]","[20.907462179179564, 44.07684017141801, 35.01569764940242]","[0, 0, 0]",1.71428571,1.0,0.20907462179179565,1,-1
49,1,0,0,1,-1,"[0, 0, 0]","[29.810196667616413, 39.37650510644099, 30.8132982259426]","[0, 0, 0]",1.71428571,1.0,0.2981019666761641,1,-1
50,1,0,0,1,-1,"[0, 0, 0]","[24.069094791975708, 25.88066579016234, 50.05023941786195]","[0, 0, 0]",1.71428571,1.0,0.2406909479197571,1,-1
77,4,6.25,18.75,4,0,"[100, 0, 0]","[36.238375184339894, 28.881811896745397, 34.87981291891472]","[68.11918759216995, 14.440905948372695, 17.439906459457358]",0.34285714,1.0,0.36238375184339894,1,-1
164,1,0,0,1,-1,"[0, 0, 0]","[15.094244101004485, 30.08350065116579, 54.82225524782973]","[0, 0, 0]",-1.37142857,1.0,0.15094244101004484,1,-1
165,1,0,0,1,-1,"[0, 0, 0]","[35.335167889884175, 30.823201581397093, 33.84163052871873]","[0, 0, 0]",-1.28571429,1.0,0.3533516788988418,1,-1
166,4,50.0,150.0,4,0,"[100, 0, 0]","[42.23885280478831, 19.927711982987077, 37.83343521222461]","[71.11942640239415, 9.96385599149354, 18.91671760611231]",-1.37142857,1.0,0.42238852804788307,1,-1
167,1,0,0,1,-1,"[0, 0, 0]","[39.887308574922685, 25.307777657998475, 34.80491376707884]","[0, 0, 0]",-1.28571429,1.0,0.39887308574922686,1,-1
174,1,0,0,1,-1,"[0, 0, 0]","[17.939356905854563, 30.845580825002195, 51.21506226914324]","[0, 0, 0]",-0.51428571,1.0,0.17939356905854564,1,-1
188,1,0,0,1,-1,"[0, 0, 0]","[31.69232110651281, 34.12082494769169, 34.1868539457955]","[0, 0, 0]",1.02857143,1.0,0.3169232110651281,1,-1
189,1,0,0,1,-1,"[0, 0, 0]","[23.401754923628875, 31.637704493918413, 44.960540582452715]","[0, 0, 0]",1.11428571,1.0,0.23401754923628876,1,-1
194,1,0,0,1,-1,"[0, 0, 0]","[28.93411833961214, 39.31881333307615, 31.747068327311716]","[0, 0, 0]",1.71428571,1.0,0.2893411833961214,1,-1
208,1,0,0,1,-1,"[0, 0, 0]","[31.052173889169985, 44.22597959171887, 24.721846519111146]","[0, 0, 0]",2.91428571,1.0,0.31052173889169987,1,-1
28,4,100.0,1000,11,2,"[0, 0, 100]","[29.018574655902736, 20.896790410403636, 50.08463493369363]","[14.509287327951368, 10.448395205201814, 75.04231746684681]",-2.48571429,1.0,0.29018574655902735,1,-1
29,4,100.0,1000,11,2,"[0, 0, 100]","[31.046533003823466, 20.831474593663447, 48.121992402513094]","[15.523266501911731, 10.415737296831725, 74.06099620125654]",-2.48571429,1.0,0.3104653300382347,1,-1
59,1,0,0,1,-1,"[0, 0, 0]","[38.796572660259095, 42.04813614070056, 19.155291199040363]","[0, 0, 0]",0.94285714,1.0,0.38796572660259093,1,-1
60,1,0,0,1,-1,"[0, 0, 0]","[31.202020096113113, 33.885011575820435, 34.912968328066455]","[0, 0, 0]",0.94285714,1.0,0.31202020096113114,1,-1
74,4,12.5,12.5,2,0,"[100, 0, 0]","[36.42231250561473, 31.556837784002067, 32.02084971038322]","[68.21115625280736, 15.778418892001033, 16.01042485519161]",0.25714286,1.0,0.3642231250561473,1,-1
75,4,12.5,12.5,2,0,"[100, 0, 0]","[41.076099497333054, 28.84889049557431, 30.075010007092644]","[70.53804974866652, 14.424445247787155, 15.037505003546316]",0.25714286,1.0,0.4107609949733305,1,-1
76,4,12.5,12.5,2,0,"[100, 0, 0]","[42.99985540817847, 34.803296034696686, 22.196848557124845]","[71.49992770408923, 17.401648017348343, 11.098424278562423]",0.25714286,1.0,0.42999855408178467,1,-1
91,4,62.5,62.5,2,0,"[100, 0, 0]","[31.29601455728594, 29.77358282664876, 38.9304026160653]","[65.64800727864296, 14.88679141332438, 19.46520130803265]",-1.45714286,1.0,0.3129601455728594,1,-1
