tema,clasificacion,ponderacion,sumatoria_ponderaciones,contador,grado_de_conocimiento,matriz_ponderacion,matriz_inferencia,matriz_inferencia_final,dificultad,discriminacion,adivinacion,asintota,orden_evaluacion
98,1,0,0,1,-1,"[0, 0, 0]","[26.3613112725287, 37.790618466807075, 35.84807026066423]","[0, 0, 0]",-1.97142857,1.0,0.263613112725287,1,-1
178,3,100,0,1,2,"[0, 0, 100]","[18.77084719799177, 38.744111626660214, 42.48504117534802]","[9.385423598995885, 19.372055813330107, 71.24252058767401]",-0.25714286,1.0,0.1877084719799177,1,1
179,1,0,0,1,-1,"[0, 0, 0]","[23.233243422269, 31.848107114926407, 44.918649462804595]","[0, 0, 0]",-0.25714286,1.0,0.23233243422268998,1,-1
180,1,0,0,1,-1,"[0, 0, 0]","[32.89474260554945, 32.18680511141932, 34.91845228303123]","[0, 0, 0]",-0.25714286,1.0,0.32894742605549454,1,-1
32,1,0,0,1,-1,"[0, 0, 0]","[31.066726282988217, 28.219565167274908, 40.71370854973688]","[0, 0, 0]",-2.05714286,1.0,0.31066726282988216,1,-1
96,1,0,0,1,-1,"[0, 0, 0]","[38.119077198517374, 33.94372145220378, 27.93720134927885]","[0, 0, 0]",-2.14285714,1.0,0.38119077198517376,1,-1
97,1,0,0,1,-1,"[0, 0, 0]","[12.050168189274169, 19.16188841677909, 68.78794339394675]","[0, 0, 0]",-2.05714286,1.0,0.12050168189274169,1,-1
169,1,0,0,1,-1,"[0, 0, 0]","[41.9346394870321, 30.334125970966813, 27.731234542001086]","[0, 0, 0]",-1.11428571,1.0,0.419346394870321,1,-1
177,4,100.0,100,2,2,"[0, 0, 100]","[25.162089050604493, 33.81259941185625, 41.02531153753925]","[12.581044525302248, 16.906299705928124, 70.51265576876963]",-0.34285714,1.0,0.2516208905060449,1,-1
31,1,0,0,1,-1,"[0, 0, 0]","[39.965760325044585, 27.997084540577553, 32.03715513437786]","[0, 0, 0]",-2.14285714,1.0,0.39965760325044586,1,-1
95,1,0,0,1,-1,"[0, 0, 0]","[24.280328878408692, 28.36021148012986, 47.359459641461456]","[0, 0, 0]",-2.22857143,1.0,0.2428032887840869,1,-1
101,1,0,0,1,-1,"[0, 0, 0]","[26.176649735711262, 35.20556533484252, 38.617784929446216]","[0, 0, 0]",-2.31428571,1.0,0.2617664973571126,1,-1
168,1,0,0,1,-1,"[0, 0, 0]","[32.31044921656901, 30.03774996608563, 37.651800817345354]","[0, 0, 0]",-1.2,1.0,0.3231044921656901,1,-1
175,4,53.125,106.25,3,0,"[100, 0, 0]","[27.130012845921364, 30.740586303706795, 42.12940085037184]","[63.56500642296068, 15.370293151853398, 21.06470042518592]",-0.42857143,1.0,0.27130012845921364,1,-1
176,4,6.25,6.25,2,0,"[100, 0, 0]","[26.89462118066896, 28.037731146753803, 45.067647672577245]","[63.44731059033448, 14.018865573376901, 22.533823836288622]",-0.42857143,1.0,0.2689462118066896,1,-1
187,1,0,0,1,-1,"[0, 0, 0]","[49.77561227021548, 24.994539128848075, 25.22984860093644]","[0, 0, 0]",0.42857143,1.0,0.4977561227021548,1,-1
190,1,0,0,1,-1,"[0, 0, 0]","[31.028480654109615, 33.94130138376596, 35.030217962124425]","[0, 0, 0]",1.2,1.0,0.31028480654109614,1,-1
195,1,0,0,1,-1,"[0, 0, 0]","[39.662582940759755, 30.34440333401993, 29.99301372522033]","[0, 0, 0]",1.8,1.0,0.39662582940759755,1,-1
209,1,0,0,1,-1,"[0, 0, 0]","[35.35539693093703, 39.98033834420076, 24.66426472486221]","[0, 0, 0]",3.0,1.0,0.35355396930937033,1,-1
30,1,0,0,1,-1,"[0, 0, 0]","[36.41510192517711, 31.499270905717324, 32.085627169105564]","[0, 0, 0]",-2.4,1.0,0.3641510192517711,1,-1
44,1,0,0,1,-1,"[0, 0, 0]","[18.77650215709849, 31.04451081784947, 50.178987025052045]","[0, 0, 0]",1.71428571,1.0,0.1877650215709849,1,-1
46,1,0,0,1,-1,"[0, 0, 0]","[18.65314632241283, 34.58994584546891, 46.75690783211825]","[0, 0, 0]",1.71428571,1.0,0.1865314632241283,1,-1
47,1,0,0,1,-1,"[0, 0, 0]","[19.73397687731761, 39.335082108257126, 40.930941014425265]","[0, 0, 0]",1.71428571,1.0,0.19733976877317608,1,-1
48,1,0,0,1,-1,"[0, 0, 0]","[20.907462179179564, 44.07684017141802, 35.01569764940242]","[0, 0, 0]",1.71428571,1.0,0.20907462179179565,1,-1
49,1,0,0,1,-1,"[0, 0, 0]","[29.810196667616403, 39.37650510644099, 30.8132982259426]","[0, 0, 0]",1.71428571,1.0,0.298101966676164,1,-1
50,1,0,0,1,-1,"[0, 0, 0]","[24.069094791975708, 25.88066579016234, 50.05023941786194]","[0, 0, 0]",1.71428571,1.0,0.2406909479197571,1,-1
77,1,0,0,1,-1,"[0, 0, 0]","[36.238375184274965, 28.881811896689662, 34.879812919035366]","[0, 0, 0]",0.34285714,1.0,0.3623837518427496,1,-1
164,1,0,0,1,-1,"[0, 0, 0]","[15.094244101004486, 30.08350065116579, 54.82225524782972]","[0, 0, 0]",-1.37142857,1.0,0.15094244101004486,1,-1
165,1,0,0,1,-1,"[0, 0, 0]","[35.335167889884175, 30.823201581397093, 33.84163052871873]","[0, 0, 0]",-1.28571429,1.0,0.3533516788988418,1,-1
166,1,0,0,1,-1,"[0, 0, 0]","[42.238852804868735, 19.927711982974884, 37.833435212156374]","[0, 0, 0]",-1.37142857,1.0,0.4223885280486874,1,-1
167,1,0,0,1,-1,"[0, 0, 0]","[39.88730857492269, 25.30777765799867, 34.804913767078645]","[0, 0, 0]",-1.28571429,1.0,0.3988730857492269,1,-1
